data,var,media,contagem,maximo,minimo,mediana,desvio_padrao,variancia,moda
2017-03-14,duration_(secs),3168.375,16.0,,,,,,
2017-03-14,age,42.125,16.0,,,,,,
2017-03-15,duration_(secs),3250.702896430661,20508.0,,,,,,
2017-03-15,age,43.54086404632001,17962.0,,,,,,
2017-03-16,duration_(secs),3248.108680626144,24595.0,,,,,,
2017-03-16,age,43.45240130751823,19885.0,,,,,,
2017-03-17,duration_(secs),3258.733618510597,20572.0,,,,,,
2017-03-17,age,43.289304677623264,19775.0,,,,,,
2017-03-18,duration_(secs),3250.023235201013,31590.0,,,,,,
2017-03-18,age,43.456392547381945,24904.0,,,,,,
2017-03-19,duration_(secs),3251.045330296128,17560.0,,,,,,
2017-03-19,age,43.6183241252302,2172.0,,,,,,
2017-03-20,duration_(secs),3241.955279898219,31440.0,,,,,,
2017-03-21,duration_(secs),3027.0,,,,,,,
